Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/?fbclid=IwAR3TSu2_9PN3l6Yd0crN5tVF9iECDHSjhyA2QQfm4falJao7qzJPCRFbyDs,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3UBrV_Vls7zeJ_N_2jyWN0rF82Frz3HDPThh6Fbx1uFY53KawJ27PiPUY,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3UMHv7IphuKJp9Z8tHY_g0BnTRVwJz_5TVi9B6dCsPj_QgIsmAuXV0b1Q,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3vUEPdrXG0qtv20Pkd9niBtVvgGX8yLQ7FjrXerRgdp8O97USB_WfAzIw,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3WufB-sshD1DmtLNv6lceGDZLqFPnD1qO-cQXljQKueP-4nRRjCIWVBBQ,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3wug0lt0tyENpeYf2rVTHrfWBm05W8XkKEi6X_F1zLCyHpghKOvUs909o,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3xH_bqSD0Tw4BYT5kymq8wIcgrpAIFndXm_vJowT1IwyNOGdH0dnso2NQ,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3xV_nc8efwP7rvmcTZ61zcpzK7v9Ly3O3e6KS8a7hhS_DG6gqUoU2uz-I,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3yfChy1Eww-oxPxqzx8QpIC_U09WDF4xpSUDVv8cX3sAYXU-ZBnhlmgqg,1,1,00:00:00,1,100.00%,100.00%,$0.00
/?fbclid=IwAR3ZVOtsyExA3a9i0DNCc4KrNZcuQ5WM2bSGtk7_mrtN-QRisNM9pHYsGAU,1,1,00:00:00,1,100.00%,100.00%,$0.00
/http://w2.amiens.com/cinestleu/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/http://www.cine32.com/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/http://www.cinema-adalric.com/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/http://www.lepalais.com/,1,1,00:02:57,0,0.00%,0.00%,$0.00
/http://www.paci.com.fr/,1,1,00:02:42,0,0.00%,0.00%,$0.00
/https://kinepolis.fr/goto-checkout-gate/1567556/KLOM,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://lestudio-aubervilliers.fr/,1,1,00:01:58,0,0.00%,0.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S117/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S118/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S119/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S144/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S154/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S172/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S176/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S199/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S226/booking,1,1,00:00:43,0,0.00%,0.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S65/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S68/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S90/booking,1,1,00:00:13,0,0.00%,0.00%,$0.00
/https://s.cinemaspathegaumont.com/#/V3116S91/booking,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://tickets.allocine.fr/antony-le-select/reserver/F261785/D1570973400/VF/166432,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://twitter.com/mementofilms,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.facebook.com/cinochebagnolet/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.mk2.com/reservation-directe?seance_sku=8355_4_10-10-191570463575_83551570474862619_M,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.mk2.com/reservation-directe?seance_sku=8357_2_11-10-191570454658_83571570455182191_M,1,1,00:00:03,0,0.00%,0.00%,$0.00
/https://www.mk2.com/reservation-directe?seance_sku=8357_2_11-10-191570454660_83571570455182191_M,1,1,00:00:16,0,0.00%,0.00%,$0.00
/https://www.mk2.com/reservation-directe?seance_sku=8357_3_14-10-191570454740_83571570455182191_M,1,1,00:01:51,0,0.00%,0.00%,$0.00
/https://www.mk2.com/reservation-directe?seance_sku=8357_3_14-10-191570454742_83571570455182191_M,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.mk2.com/reservation-directe?seance_sku=8620_3_10-10-191570472304_86201570472282794_M,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ticketingcine.fr/index.php?NC=0828,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330050973145,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330050973161,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330081008806,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330171428573,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330171428577,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330171428584,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330171428597,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330171428601,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330171428608,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330171428611,1,1,00:00:29,0,0.00%,0.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330171430328,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330221111727,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330261190232,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330521258785,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330521259498,1,1,00:00:00,0,0.00%,100.00%,$0.00
/https://www.ugc.fr/reservationSeances.html?id=330620107704,1,1,00:00:42,0,0.00%,0.00%,$0.00
/https://www.youtube.com/channel/UCGcwomqYAC5zGgr3Y76S9sQ,1,1,00:00:00,0,0.00%,100.00%,$0.00
